Weighted_Avg_PRB_Util_UL,DL MAC Vol Scell Pct,UE_Pwr_Restricted_Pct,UE_Pwr_Unrestricted_Pct_Num,Cat M1 Bearer Setup Failure num,Bearer Setup Failure Voice Num,HARQ_BLER_Pct,Avg_Connected_UEs,SIP DC%,UPTP_Mbps,Context_Drop_Pct,Context_Setup_Failure_Pct_Num,DL_HARQ_DTX_PCT_NUM,S1U_SIP_SC_SEER,DRB UL Data Volume MB,CAActivatedUE with 4 Scell DL num,Cat M1 Bearer Drop num,UL_Packet_Loss_Pct_Den,HO Failures,Weighted_Avg_Pdcch_CCE_Util_Num,CAActivatedUE with 3 Scell DL num,Weighted_Avg_SINR_PUSCH,Avg noOf Scell for CA UE den,PRB Util%,Handover_Exe_Failure_Pct,Pct CA ScheduledUE with 3 Scell UL,Interference_92_dbm_Above,HQ_EXE_TOTARGET_FAILURE_QCI_1,Pct CA ScheduledUE with 2 Scell UL,CAActivatedUE with 2 Scell DL num,DL Packet Loss Pct,RI_2Pct_den,Pct CA ScheduledUE with 1 Scell UL,Bearer Drop Voice%,CAActivatedUE with 1 Scell DL num,Bearer Drops,CAActivatedUE with 0 Scell DL num,RRC Setup Attempts,SIP Calls with a Leg,TTI_Occupancy_Pct_Den,weekend,Downlink_Scheduler_Delay_msec,HARQ_BLER_Pct_Num,UPTP Mbps Num,Cat M1 Bearer Setup Failure den,Bearer Setup Failure Voice Den,Setup_Fail_NUM,Weighted_Avg_PRB_Util_UL_Num,DL MAC Vol EScell Pct,UE_Pwr_Restricted_Pct_Num,pmCellDowntimeLockAuto,Handover_Preparation_Failure_PCT,S1U_SIP_SC_SEER_num,Context_Setup_Failure_Pct_Den,Cat_M1 Bearer Drop den,DL_HARQ_DTX_PCT_DEN,RRC_Reest_Fail_Pct,Context_Drop_Pct_Num,pmRadioRecInterferencePwr_Neg121,ERAB_Drop_Pct_Num,RRC Setup Failures,Handover_Exe_Failure_Pct_Num,hr,Weighted_Avg_Pdcch_CCE_Util_Den,PUCCH Interference Pwr,Bearer Setup Failure Voice%,MAC_UE_SC_Tput,UL_HARQ_DTX_PCT,HQ_EXE_TOTARGET_FAILURE_QCI_1_NUM,Bearer Releases,HO_fail_InterFreq,Bearer_Setup_Failure_Pct,UL_HARQ_ACK_PCT,HO_Oscillation_IntraFreq_PCT,Combined RACH Failure%,UE_Pwr_Pct_den,RRC_Reestab_Attempts,CA ActivatedUE pct Den,UL_RLC_ACK_PCT,HO_fail_PCT_InterFreq,Interference Pwr,qci1_setup_attempts,Avg CQI,Downlink_Scheduler_Delay_msec_Num,HARQ_BLER_Pct_Den,UPTP Mbps Den,Setup_Fail_DEN,Weighted_Avg_PRB_Util_UL_Den,PDCCH Util,SIP_SC_Total_MOU,SIP Dropped Calls,UL MAC Vol Scell Pct,S1U_SIP_SC_SEER_den,RRC_Reest_Fail_Pct_Num,Uplink_TTI_Occupancy_Pct,_80th_percentile_traffic,Context_Drop_Pct_Den,ENDC Setup Failure,QCI 1 Bearer Drop%,ENDC Setup Failure Pct,ERAB_Drop_Pct_Den,QCI5 Bearer Setup Failure Num,Handover_Exe_Failure_Pct_Den,Peak UE,Weighted_Avg_PRB_Util_DL,VOLTE IA%,Cell Availablity%,ENDC Setup Attempt,MB_per_connected_UE,PCT Time MIMO,ERAB Setup Fail%,DL Volume,WEIGHT_AVG_SINR_PUCCH,HQ_EXE_TOTARGET_FAILURE_QCI_1_DEN,UL_HARQ_DTX_PCT_NUM,Return Loss,Combined_RACH_Succ,Bearer_Setup_Failure_Pct_Num,QCI 1 Bearer Releases,Pct CA ScheduledUE with 4 Scell DL,UL Throughput,Pct CA ScheduledUE with 3 Scell DL,PIM,DL Data Vol MAC in MB,UL_Packet_Loss_Pct,Pct CA ScheduledUE with 0 EScell DL,HO Failure%,Access Beyond Cell Range,Pct CA ScheduledUE with 2 Scell DL,Downlink_Scheduler_Delay_msec_Den,Call_Drops_Credit,Pct CA ScheduledUE with 1 EScell DL,Uplink_TTI_Occupancy_Pct_Num,Combined RACH Preambles,TIMESTAMP,Avg noOf Scell for CA UE,DL MAC Vol Scell MB,Pct CA ScheduledUE with 1 Scell DL,Pct CA ScheduledUE with 2 EScell DL,Downlink_TTI_Occupancy_Pct,RI_2Pct,Bearer Drop%,pct CA ActivatedUE with 4 Scell DL,Pct CA ScheduledUE with 3 EScell DL,Bearer Drops Voice,QCI5 Bearer Setup Failure Den,Weighted_Avg_PRB_Util_DL_Num,holiday,Pct CA ScheduledUE with 4 EScell DL,pct CA ActivatedUE with 3 Scell DL,RadioInterferenceSecsAbvNeg100dBm,VoLTE_MOU,UL QPSK BLER Pct,pct CA ActivatedUE with 2 Scell DL,UE_Pwr_Unrestricted_Pct,UL_HARQ_DTX_PCT_DEN,Bearer_Setup_Failure_Pct_Den,Combined RACH Failures,Context_Setup_Failure_Pct,pct CA ActivatedUE with 1 Scell DL,DL_HARQ_DTX_PCT,QCI5 Bearer Setup Failure%,RRC Setup Failure% 5G,pct CA ActivatedUE with 0 Scell DL,UL_Packet_Loss_Pct_Num,Cat M1 Bearer Setup Failure pct,Avg noOf Scell for CA UE num,day,Weighted_Avg_Pdcch_CCE_Util,Cat M1 Bearer Drop pct,QCI 1 Bearer Drops,SIP_SC_Call_Attempts,Handover_Preparation_Att,pmCellDowntimeAuto,Downlink_TTI_Occupancy_Pct_Num,Bearer Releases Voice,RI_2Pct_num,HO_att_InterFreq,Weighted_Avg_PRB_Util_DL_Den,Handover_Prep_Failures,HO Attempts
5.33,70.74,55.01,79243,0,0,5.67,5.59,null,23.06,0,0,57242,100,35.2,16999,0,127022,0,14050363,27390,17.25,2461,6.67,0,null,28,0,null,41118,0.07,76741,null,0,28656,0,112322,694,null,4,1,770.89,34929,1898686,0,8,0,320,0,96900,0,0,11,687,0,684866,6.25,0,0,0,0,0,21,3600001,-116.72,0,17716.84,5.4,0,1301,0,0,94,12.5,11.09,177143,32,228648.85,98.0397,0,-117.21,8,9.78,475435.28,622270.09,83160.37,2717.91,60,7.42,11,null,0,11,2,0,null,701.95,2,0,15.38,1303.91,0,145.44,15,6.67,0,100,13,40.21,77.366,0,332.29,2.97,14,9819,24.5,995.86,0,10,0.98,2.07,0.31,0.4,954.8843,0.01,null,0,0.22,0.39,61673.63,0,null,0,1120.09,1.69E+12,2.74,691.6682,0.29,null,0,73.6795,0,7.51,null,0,604.99,400,0,null,12.221,1.78,13.93,7.37,18.16,44.99,183659.41,1316.03,123,0,12.61,8.36,0,0,49.62,12,null,6744,09-03-2023,3.9,null,0,6.66,144,0,0,10,56541.82,2,60,0,144
5,70.74,51.13,76204,0,0,6.22,5.2,null,28.28,0,0,31009,100,51.75,8032,0,133642,0,12842525,35196,17.75,2237,6,0,0,66,0,12.82,26813,0,73075,87.18,0,17889,0,98305,701,null,4,1,701.92,31850,1365062,0,7,1,300,0,79720,0,0,6,689,0,569506,19.05,0,0,0,1,0,22,3600002,-116.5,0,18041.66,3.4,0,1300,0,0,94.22,13.59,5.18,156924,21,187996.35,98.7525,null,-114.9,7,9.87,427546.13,517374.52,48743.61,2713.87,60,6.58,6,null,0,6,4,0,null,713.06,0,0,0,1302.9,0,104.03,12,6,0.14,100,9,37.11,78.8507,0.04,287.85,2.98,6,5111,24.5,1054.44,0,6,1.07,5.33,0.45,0.4,810.1715,0.01,null,0,0,0.38,60911.08,0,null,0,1112.01,1.69E+12,2.66,586.8706,0.39,null,0,70.2152,0,4.32,null,0,587.82,360,0,null,19.0991,25.25,4.28,6.48,14.41,48.87,152028.23,1298.86,57,0,9.56,5.44,0,0.14,52.81,12,null,5961,09-03-2023,3.57,null,0,0,103,0,0,6,51308,0,60,0,103
5,39.42,34.3,148123,0,0,8.96,5.66,null,33.76,0,0,30115,100,56.59,29520,0,199942,0,13941855,42578,18.3,2199,6.5,0,null,14,0,null,32694,0.01,87225,null,0,38596,0,127364,737,null,4,1,644.58,51770,2508295,0,9,0,300,0,77323,0,0,11,721,0,613181,26.67,0,0,0,0,0,23,3600002,-117.07,0,14975.16,3.01,0,1315,0,0,95.09,15.09,5.21,226446,15,273358.52,98.6535,null,-117.81,9,9.53,699634.07,583885.04,75034.92,2818.91,60,7.13,11,null,0,11,4,0,null,743.36,0,0,0,1318.05,0,107.06,13,6.5,0,100,15,89.62,73.6189,0,522.17,2.99,10,6387,24.5,1066.56,0,10,0.77,1.48,0.09,0.4,739.1786,0.01,null,0,0.22,0.27,108540.66,0,null,0,1125.14,1.69E+12,2.65,298.3641,0.18,null,0,75.4773,0,10.91,null,0,574.69,390,0,null,15.8873,0.93,10.78,7.52,12.08,65.7,213983.65,1330.17,58,0,14.22,4.91,0,0,47.06,11,null,5820,09-03-2023,3.87,null,0,36.6,106,0,0,10,65837.86,0,60,0,106
5,62.73,35.51,52641,0,0,3.02,4.24,null,22.79,0.16,0,10614,100,17.35,12987,0,61876,1,12592835,23187,18.64,1455,5,1.33,null,106,0,null,5566,0.01,62660,null,0,17337,2,52899,646,null,4,0,797.31,6973,718762,0,6,2,300,0,28989,0,0,6,623,0,236127,0,1,0,2,2,1,0,3600002,-117.58,0,10365,6.45,0,1104,0,0,95.82,10.67,14.95,82630,11,112994.76,98.7624,null,-117.74,6,9.81,240507.26,233258.49,31852.37,2430.06,60,4.72,6,null,0,6,0,0,null,643.37,0,0,0,1104.94,0,75.75,10,5,0.31,100,5,13.96,69.0032,0.08,124.23,2.98,6,5372,24.4,827.19,0,7,1.19,2.79,0.06,-0.4,273.3969,0.01,null,1.33,0.12,0.78,30164.66,0,null,0,972.63,1.69E+12,2.69,175.6289,0.14,null,0,70.0637,0.18,11.61,null,0,481.77,300,0,null,20.9373,0.79,1.65,4.43,4.98,64.49,84162.29,1127.16,144,0,15.41,4.5,0,0.31,47.28,4,null,3912,09-04-2023,3.5,null,0,0.22,75,0,0,7,43904.7,0,60,0,75
5,84.12,39.42,33609,0,0,3.73,4.29,null,11.1,0,0,6917,100,8.13,3341,0,31465,0,12223833,12167,17.98,1579,5.33,0,null,16,0,null,7610,0.03,58527,null,0,11153,0,34189,585,null,4,0,932.69,5494,285418,0,7,0,300,0,21868,0,0,9,577,0,155321,0,0,null,0,0,0,1,3600001,-118.01,0,12206.9,5.4,0,1015,0,0,94.83,10,1.72,56477,4,69043.6,98.7822,null,-118.34,7,9.09,146361.12,148624.53,25951.95,2244.22,60,3.95,9,null,0,9,0,0,null,570.65,0,0,0,1015.05,0,60.6,10,5.33,0,100,1,9.5,58.7416,0,46.46,2.97,0,3077,24.4,692.86,0,8,1.86,1.26,0.16,-0.4,228.3509,0.03,null,0,0.16,1.8,15692.37,0,null,0,704.98,1.69E+12,2.56,196.7076,0.25,null,0,61.8221,0,4.89,null,0,456.52,320,0,null,17.978,0.7,2.13,7.07,11.13,60.58,57588.18,1062.52,12,0,16.17,4.45,0,0,50.01,9,null,4035,09-04-2023,3.4,null,0,0.54,60,0,0,8,36184.26,0,60,0,60
5,74.23,40.84,37478,0,0,4.81,4.11,null,20.61,0,0,6596,100,10.6,7427,0,40246,0,11926640,10585,18.32,1469,5.17,0,null,4,0,null,15324,0.04,57260,null,0,8553,0,41921,555,null,4,0,861.78,4825,453556,0,5,0,300,0,25871,0,0,5,550,0,118687,0,0,0,0,0,0,2,3600002,-118.17,0,13726.42,6.17,0,987,0,0,95.87,15.56,1.73,64349,5,84547.1,98.901,null,-118.43,5,10.25,176411.65,101292.9,22223.03,2131.1,60,3.69,5,null,0,5,0,0,null,551.46,0,0,0,986.77,0,45.45,9,5.17,0,100,5,20.7,43.2987,0,91.91,2.98,1,4049,24.4,688.82,0,5,1.54,2.18,0.15,-0.4,196.2127,0.06,null,0,0,0.56,20470.68,0,null,0,700.94,1.69E+12,2.39,149.1467,0.68,null,0,36.2893,0,8.87,null,0,428.24,310,0,null,12.7664,0.45,1.18,4.15,18.31,59.16,66293.37,1010,12,0,10.1,5.56,0,0,50.08,26,null,3506,09-04-2023,3.31,null,0,0,45,0,0,5,20777.72,0,60,0,45
5,47,35.22,33216,0,0,6.32,3.85,null,9.8,0,0,5414,100,6.15,20974,0,33667,0,12199650,5366,18.48,1139,5.83,0,null,1,0,null,1113,0.01,52020,null,0,21115,0,26344,515,null,4,0,844.85,6414,439087,0,7,0,300,0,18062,0,0,8,516,0,105856,25,0,0,0,0,0,3,3600002,-117.84,0,8009.11,4.47,0,936,0,0,96.14,24.14,1.48,52278,4,75560.12,98.8119,null,-118.22,7,10.38,103556.31,102489.75,45235.88,1973.54,60,3.46,8,null,0,8,1,0,null,523.18,0,0,null,935.26,0,29.29,8,5.83,0,100,0,6,37.9861,0,61.61,2.98,3,2405,24.4,603.98,0,8,1.03,0.89,0.07,-0.4,102.1009,0.01,null,0,0,0.38,12257.36,0,null,0,613.07,1.69E+12,2.41,49.1466,0.57,null,0,36.3802,0,28.04,null,0,406.02,350,0,null,7.2417,0.46,3.57,6.07,1.49,64.78,54292.55,933.24,9,0,28.09,5.11,0,0,35.21,5,null,2744,09-04-2023,3.39,null,0,0.7,29,0,0,8,18924.37,0,60,0,29
5,78,42.41,28776,0,0,5.65,3.59,null,21.4,0,0,3672,100,4.85,1220,0,24871,0,11733745,7511,18.34,1066,5.17,0,null,2,0,null,1442,0.04,46419,null,0,1787,0,27318,527,null,4,0,741.7,3851,129595,0,8,1,300,0,21188,0,0,7,534,0,80522,50,0,null,0,1,0,4,3600002,-118.34,0,13648.5,4.38,0,946,0,0,96.09,7.14,2.19,50964,4,39569.78,98.6238,null,-118.59,8,10.3,110771.75,68801.2,6112.52,2027.07,60,3.23,7,null,0,7,2,0,null,526.21,0,0,0,945.36,0,14.14,9,5.17,0.19,100,1,10.47,53.0149,0.05,30.3,2.97,0,2135,24.4,585.8,0,8,4.5,0.44,0.33,-0.4,132.3605,0.01,null,0,0,1.5,14934.87,0,null,0,598.93,1.69E+12,2.56,105.7268,1.04,null,0,46.1772,0,3.11,null,0,415.11,310,0,null,19.3617,0.36,1.87,6.53,3.68,57.59,49195.08,963.54,13,0,4.31,4.56,0,0.19,69.73,2,null,2732,09-04-2023,3.26,null,0,0,14,0,0,8,21435.23,0,60,0,14
5,41.98,56.47,29578,0,0,4.9,3.62,null,42.14,0.18,0,6792,100,6.47,3126,0,32054,0,11807395,9012,17.09,1147,5.17,0,null,1,0,null,10179,0,43186,null,0,5419,2,29110,548,null,4,0,879.86,6679,498366,0,5,1,300,0,38372,0,0,5,555,0,140620,0,1,null,2,1,0,5,3600002,-118.05,0,10903.14,4.24,0,1022,0,0,95.3,16.67,13.08,68950,7,57313.46,98.7129,0,-118.12,5,10.23,169973.91,137772.08,11941.23,2123.02,60,3.5,5,null,0,5,0,0,null,557.52,0,0,null,1022.12,0,12.12,12,5.17,0.18,100,0,29.65,84.1027,0.05,110.09,2.98,0,2719,24.4,697.91,0,5,2.17,0.65,0.11,-0.4,123.0584,0.04,null,0,0.14,0.86,19318.27,0,null,0,802.95,1.69E+12,2.65,52.9038,0.25,null,0,81.5575,0.2,5.51,null,0,438.34,310,0,null,16.0388,1.87,3.13,6,17.94,43.53,64714.74,1017.07,104,0,9.37,4.83,0,0.18,51.3,13,null,3041,09-04-2023,3.28,null,0,2.11,12,0,0,5,35222.74,1,60,0,12
5,84.5,62.2,31970,0,0,7.48,3.94,null,42.7,0,1,12117,100,9.85,2553,0,31701,0,11855468,10623,16.11,1255,5,0,null,14,0,null,1985,0,38763,null,0,3621,0,34009,549,null,4,0,855.06,8955,199912,0,8,1,300,0,52607,0,0,10,551,0,150329,22.22,0,null,0,0,0,6,3600001,-117.8,0,20736.85,6.17,0,994,0,0.1,91.53,18.75,5.72,85577,9,53217.91,98.4654,0,-114.43,8,10.81,163351.34,120897,4725.79,2117.97,60,3.8,10,null,0,10,2,0,null,551.46,0,0,0,993.84,1,48.48,8,5,0.23,100,7,14.93,82.3453,0.05,51.51,2.96,0,5208,24.4,698.92,1,9,3.2,0.79,0.34,-0.4,256.1663,0.01,null,0,0,1.44,19104.15,0,null,0,741.34,1.69E+12,2.57,221.6647,0.4,null,0,79.7294,0,4.85,null,0,439.35,300,0,null,20.3616,39.01,2.02,11.47,3.77,37.8,85274.3,1008.99,42,0.18,6.68,8.06,0.23,0,64.54,3,null,3224,09-04-2023,3.29,null,0,0.47,48,0,0,9,30904.99,1,60,0,48
5.67,80.37,48.75,95974,0,0,4.75,5,null,29.46,0.29,0,50446,100,112.05,6957,0,170031,0,13511075,18314,17.06,1706,6.83,0,null,5,0,null,27190,0.01,83462,null,0,14416,2,79327,690,null,4,0,732.41,41592,1582157,0,10,0,340,0,91286,0,0,10,679,0,1014172,16.67,2,0,2,0,0,7,3600002,-117.6,0,16849.52,5.41,0,1257,0,0,94.64,17.11,15.41,188260,18,147565.04,98.8911,null,-116.4,10,11.05,469070.26,883761.11,54235.99,2673.47,60,8.45,10,null,0,10,3,0,null,689.83,1,0,6.25,1259.47,0,76.76,12,6.83,0,100,16,58.66,88.4457,0,283.81,2.98,8,10854,24.4,892.84,0,10,1.34,10.25,0.29,-0.4,1251.5314,0,null,0,2.26,0.38,64045.11,0,null,0,1055.45,1.69E+12,2.8,1029.9576,0.19,null,0,85.345,0.16,4.76,null,0,562.57,410,0,null,12.6553,11,5.47,6.48,18.61,51.25,202765.58,1279.67,161,0,9.8,4.97,0,0,54.29,7,null,4773,09-04-2023,3.75,null,0,1.86,76,0,0,10,71230.25,0,60,0,76
5,82.97,29.6,141936,0,0,4.52,7.62,null,36.9,0.37,0,78523,100,54.73,20680,0,201067,1,15914340,31800,18.58,3414,9.67,0.78,null,67,0,null,24087,0.02,126145,null,0,40930,7,150148,1079,null,4,0,737.85,58939,2003999,0,12,1,300,0,59672,0,0,14,1044,0,1580042,23.81,4,0,7,1,1,8,3600002,-116.97,0,15378.46,3.56,0,2018,0,0,95.6,10.85,8.58,202608,21,270220.45,98.5644,0,-116.27,12,10.52,637494.83,1316869.31,54856.13,4221.8,60,10.99,14,null,0,14,5,0,null,1085.75,1,0,5.56,2028.08,0,130.29,16,9.67,0.09,100,18,32.56,87.668,0.02,401.98,2.98,12,7084,24.4,1399.86,0,14,1.3,5.16,0.41,-0.4,1768.3181,0,null,0.78,0.15,0.48,86399.44,0,null,0,1531.16,1.69E+12,2.68,1502.3144,0.41,null,0,82.0524,0.35,7.73,null,0,928.19,580,0,null,12.0089,7.84,12.58,7.72,9,70.4,201036.46,2043.23,130,0,15.26,4.97,0,0.09,56.12,6,null,9142,09-04-2023,4.42,null,0,16.21,129,0,0,14,103509.85,1,60,0,129
5,49.33,42.78,175502,0,0,7.33,8.47,null,29.63,0.09,0,54693,100,64.23,35907,0,269839,0,15308775,70363,18.15,4359,9.5,0,null,283,0,null,53037,0,128358,null,0,61094,2,248111,1148,null,4,0,797.38,74028,4064970,0,15,1,300,0,131224,0,0,15,1110,0,1100765,21.05,1,0,2,1,0,9,3600002,-116.72,0,15064.59,4.04,0,2110,0,0,94.14,12.87,9.55,307726,19,473096.12,98.5743,0,-115.85,15,10.1,1112504.9,1020384.82,138541.7,4495.51,60,10.06,15,null,0,15,4,0,null,1140.29,0,0,0,2121,0,204.02,17,9.5,0.09,100,14,60.01,82.8503,0.02,793.86,2.99,20,11913,24.4,1568.53,0,15,0.99,1.51,0.17,-0.4,1296.8501,0.01,null,0,0.07,0.43,139520.39,0,null,0,1734.17,1.69E+12,2.84,655.1466,0.25,null,0,74.8309,0.1,7.67,null,0,999.9,570,0,null,15.1702,8.48,22.5,9.7,11.32,57.22,297985.35,2177.56,164,0,13.02,4.97,0,0.09,52.97,24,null,12368,09-04-2023,4.25,null,0,10.6,202,0,0,15,96055.04,3,60,0,202
5,49.46,38.35,184923,0,0,6.07,9.26,null,53.52,0.08,1,57730,100,61.66,45633,0,276117,0,15107393,86222,18.14,4798,8.33,0,null,14,0,null,37671,0.01,125294,null,0,52699,1,224606,1302,null,4,0,606.21,50289,5931060,0,12,2,300,0,115023,0,0,12,1280,0,1021507,7.14,1,0,1,0,0,10,3600001,-116.47,0,19948.02,3.97,0,2498,0,0.08,94.17,14.86,6.37,300946,28,451198.31,98.0991,0,-116.51,12,10.17,817462.69,836956.7,111931.23,5156.05,60,9.93,12,null,0,12,2,0,null,1315.02,0,0,0,2512.88,1,176.75,18,8.33,0.09,100,15,97.36,87.6882,0.04,1042.32,2.98,19,12741,24.4,1706.9,2,13,1.18,1.51,0.13,-0.4,1612.3943,0.01,null,0,0.19,0.55,134849.14,0,null,0,1823.05,1.69E+12,2.98,816.6456,0.21,null,0,81.0828,0.04,10.21,null,0,1169.58,500,0,null,19.493,8.05,16.42,9.66,8.43,61.65,324184.75,2526.01,115,0.08,11.77,5.65,0.09,0,50.28,39,null,14296,09-04-2023,4.2,null,0,7.53,175,0,0,13,101586.81,2,60,0,175
5.17,61.29,51.71,210242,0,0,5.45,9.65,null,49.16,0.26,0,46203,100,72.06,18318,0,335032,2,16217565,40501,16.45,4876,6.33,0.89,null,54,0,null,55928,0.02,148143,null,0,27356,4,220516,1156,null,4,0,1317.07,42159,3453920,0,14,1,310,0,225169,0,0,20,1133,0,871982,20,3,0,4,1,2,11,3600002,-116.63,0,16468.68,4.79,0,2201,0,0,90.02,11.16,8.47,436411,35,366144.19,97.6041,0,-116.97,14,10.08,1771843,781848.07,70952.5,4555.1,60,10.4,20,null,0,20,7,0,null,1166.55,2,0,7.69,2212.91,0,226.24,17,6.33,0.09,100,26,27.03,76.154,0.02,616.1,2.98,32,23418,24.4,1638.22,0,18,1.32,0.61,0.28,-0.4,1161.2071,0.04,null,0.89,0.14,1.02,134528.97,0,null,0,1789.72,1.69E+12,2.55,728.7453,0.61,null,0,67.9326,0.18,5.05,null,0,1012.02,380,0,null,11.2817,4.65,70.08,16.49,15.43,48.29,493868.79,2220.99,150,0,7.52,5.3,0,0.09,60.83,123,null,12457,09-04-2023,4.5,null,0,66.05,224,0,0,18,100637.41,1,60,0,224
7,52.95,59.65,161913,0,0,6.67,8.24,null,34.97,0.3,0,47225,100,317.84,16117,0,420231,0,16403360,71060,16.79,4090,6.17,0,null,77,0,null,62869,0.04,113516,null,0,37549,4,225479,1022,null,4,0,589.46,55711,2624964,0,6,5,420,0,239398,0,0,8,998,0,938450,12.12,3,0,4,4,0,12,3600002,-116.1,0,14662.38,4.57,0,1916,0,0,92.85,12.88,8.8,402311,33,417103.74,98.4357,0,-116.57,6,10.19,786899.08,843843.89,75813.63,4010.71,60,10.37,8,null,0,8,4,0,null,1018.08,3,0,10,1925.06,0,235.33,18,6.17,0.39,100,30,39.69,85.6278,0.13,603.98,2.98,31,20017,24.4,1433.19,0,7,1.05,9.19,0.34,-0.4,1106.6267,0,null,0,0.23,0.37,133495.74,0,null,0,1571.56,1.69E+12,2.84,600.0208,0.24,null,0,78.8709,0.21,3.9,null,0,874.66,370,0,null,17.3821,3.77,18.1,9.17,15.22,40.35,442192.14,1950.31,137,0,9.07,5.03,0,0.39,54.6,18,null,11621,09-04-2023,4.56,null,0,2.36,233,0,0,7,89530.44,3,60,0,233
5,75.01,38.36,141230,0,0,5.47,7.57,null,32.96,0.76,0,59043,100,37.89,20380,0,211823,0,15181970,36122,18.06,3441,7.83,0,null,45,0,null,51328,0.06,106772,null,6.67,24538,8,162200,1068,null,4,0,979.61,45564,2071465,0,11,1,300,0,87907,0,0,17,1046,0,914242,4,8,0,8,1,0,13,3600002,-115.95,0,17184.05,4.68,0,2006,0,0,95.49,10.16,6.39,230137,25,297412.68,98.1288,0,-115.7,11,10.17,971170.55,841212.84,63482.54,4197.56,60,9.14,17,null,0,17,1,0,null,1068.58,0,6.67,0,2015.96,0,188.87,16,7.83,0.09,100,27,22.06,88.3447,0.02,377.74,2.98,31,11193,24.4,1436.22,0,15,1.55,0.57,0.55,-0.4,1254.6927,0.01,null,0,0.08,0.22,99138.57,0,null,0,1534.19,1.69E+12,3.23,963.7622,0.14,null,0,81.0323,0.4,6.92,null,1,934.25,470,0,null,12.3927,10.49,46.73,8.18,17.43,61.64,241518.27,2041.21,97,0,8.3,6.46,0,0.09,55.08,25,null,11130,09-04-2023,4.22,null,1,61.24,187,0,0,15,86524.68,1,60,0,187
5,80.5,62.93,158188,0,0,5.18,7.69,null,23.64,0.29,1,65317,100,43.15,17389,0,250853,2,18398315,46516,15.72,3794,12.5,0.94,null,19,2.78,null,52250,0.04,132031,null,0,51692,5,189554,1031,null,4,0,855.79,67660,2319785,0,7,3,300,0,268554,0,0,12,1008,0,1349889,19.44,3,2.78,5,1,2,14,3600002,-115.85,0,17756.18,4.46,1,1966,0,0.1,91.07,6.13,10.9,427742,36,360874.01,97.1982,0,-116.25,7,9.77,943150.12,1319253.92,99103.22,4078.38,60,12.03,12,null,0,12,7,0,null,1038.28,1,0,7.69,1975.56,1,214.12,14,12.5,0.21,100,13,26.27,80.2647,0.07,427.23,2.97,36,20954,24.4,1411.98,2,11,1.23,0.26,0.33,-0.4,1803.3146,0.1,null,0.94,0,0.24,110208.17,0,null,0,1584.69,1.69E+12,2.96,1486.4271,0.29,null,0,73.528,0.26,4.87,null,0,896.88,750,0,null,13.1502,7.37,41.37,12.31,14.62,37.07,474773.73,1996.77,171,0.1,14.44,4.84,0.11,0.1,53.05,242,null,11224,09-04-2023,5.11,null,0,52.56,212,0,0,11,97076.15,1,60,0,212
5,75.43,49.78,198993,0,0,4.33,7.68,null,38.71,0.11,1,75365,100,69.11,19408,0,336551,2,17217328,63458,17.29,3601,14.83,1.08,null,78,2.78,null,54901,0.08,130532,null,4,37889,0,232456,915,null,4,0,800.49,67602,3109704,0,17,3,300,0,197257,0,0,24,894,0,1665204,11.11,1,2.78,0,1,2,15,3600001,-116.45,0,18170.49,4.8,1,1720,0,0.12,93.96,13.51,9.71,397250,36,412092.12,98.604,null,-115.52,17,10.16,1224533.09,1577241.25,81131.28,3586.51,60,12.82,24,null,0,24,4,0,null,928.19,0,4,0,1727.1,1,186.85,16,14.83,0.24,100,21,55.37,86.3651,0.08,634.28,2.98,36,18672,24.4,1370.57,2,25,1.15,0.61,0.23,-0.4,2209.7891,0.02,null,1.08,0.08,0.29,152973.59,0,null,0,1518.03,1.69E+12,2.99,1706.7687,0.23,null,0,81.8605,0,4.76,null,1,770.63,890,0,null,15.7055,14.12,52.25,9.43,13.46,50.22,393034.43,1739.22,146,0.11,9.26,4.53,0.13,0.11,56.97,82,null,10758,09-04-2023,4.78,null,1,45.07,185,0,0,25,106858,0,60,0,185
5,60.3,67.83,121292,0,0,5.86,6.77,null,32.32,0.12,0,55566,100,51.53,39264,0,200489,2,16939405,59355,15.24,3161,9.17,0.96,null,38,0,null,25150,0.04,98168,null,0,53204,2,155211,831,null,4,0,855.26,46255,3606094,0,20,0,300,0,255775,0,0,19,815,0,825671,8.77,1,0,2,0,2,16,3600002,-116.56,0,17456.93,5.22,0,1570,0,0,90.22,14.42,7.11,378067,57,335404.84,96.03,0,-116.72,20,9.91,741444.03,796894.04,112673.58,3262.3,60,9.76,19,null,0,19,5,0,null,847.39,0,0,0,1575.6,0,210.08,13,9.17,0,100,25,74.18,80.4364,0,558.53,2.98,30,22121,24.4,1241.29,0,17,0.89,0.54,0.23,-0.4,1157.4297,1.28,null,0.96,0.18,0.34,86692.34,0,null,0,1336.23,1.69E+12,2.85,714.6558,0.18,null,0,74.5077,0.13,11.82,null,0,702.96,550,0,null,18.0487,4.35,30.97,12.6,7.57,32.17,427708.74,1583.68,94,0,15.99,6.73,0,0,46.74,2569,null,9004,09-04-2023,4.71,null,0,23.13,208,0,0,17,73147.23,2,60,0,208
