Weighted_Avg_PRB_Util_UL,DL MAC Vol Scell Pct,UE_Pwr_Restricted_Pct,UE_Pwr_Unrestricted_Pct_Num,Cat M1 Bearer Setup Failure num,Bearer Setup Failure Voice Num,HARQ_BLER_Pct,Avg_Connected_UEs,SIP DC%,UPTP_Mbps,Context_Drop_Pct,Context_Setup_Failure_Pct_Num,DL_HARQ_DTX_PCT_NUM,S1U_SIP_SC_SEER,DRB UL Data Volume MB,CAActivatedUE with 4 Scell DL num,Cat M1 Bearer Drop num,UL_Packet_Loss_Pct_Den,HO Failures,Weighted_Avg_Pdcch_CCE_Util_Num,CAActivatedUE with 3 Scell DL num,Weighted_Avg_SINR_PUSCH,Avg noOf Scell for CA UE den,PRB Util%,Handover_Exe_Failure_Pct,Pct CA ScheduledUE with 3 Scell UL,Interference_92_dbm_Above,HQ_EXE_TOTARGET_FAILURE_QCI_1,Pct CA ScheduledUE with 2 Scell UL,CAActivatedUE with 2 Scell DL num,DL Packet Loss Pct,RI_2Pct_den,Pct CA ScheduledUE with 1 Scell UL,Bearer Drop Voice%,CAActivatedUE with 1 Scell DL num,Bearer Drops,CAActivatedUE with 0 Scell DL num,RRC Setup Attempts,SIP Calls with a Leg,TTI_Occupancy_Pct_Den,weekend,Downlink_Scheduler_Delay_msec,HARQ_BLER_Pct_Num,UPTP Mbps Num,Cat M1 Bearer Setup Failure den,Bearer Setup Failure Voice Den,Setup_Fail_NUM,Weighted_Avg_PRB_Util_UL_Num,DL MAC Vol EScell Pct,UE_Pwr_Restricted_Pct_Num,pmCellDowntimeLockAuto,Handover_Preparation_Failure_PCT,S1U_SIP_SC_SEER_num,Context_Setup_Failure_Pct_Den,Cat_M1 Bearer Drop den,DL_HARQ_DTX_PCT_DEN,RRC_Reest_Fail_Pct,Context_Drop_Pct_Num,pmRadioRecInterferencePwr_Neg121,ERAB_Drop_Pct_Num,RRC Setup Failures,Handover_Exe_Failure_Pct_Num,hr,Weighted_Avg_Pdcch_CCE_Util_Den,PUCCH Interference Pwr,Bearer Setup Failure Voice%,MAC_UE_SC_Tput,UL_HARQ_DTX_PCT,HQ_EXE_TOTARGET_FAILURE_QCI_1_NUM,Bearer Releases,HO_fail_InterFreq,Bearer_Setup_Failure_Pct,UL_HARQ_ACK_PCT,HO_Oscillation_IntraFreq_PCT,Combined RACH Failure%,UE_Pwr_Pct_den,RRC_Reestab_Attempts,CA ActivatedUE pct Den,UL_RLC_ACK_PCT,HO_fail_PCT_InterFreq,Interference Pwr,qci1_setup_attempts,Avg CQI,Downlink_Scheduler_Delay_msec_Num,HARQ_BLER_Pct_Den,UPTP Mbps Den,Setup_Fail_DEN,Weighted_Avg_PRB_Util_UL_Den,PDCCH Util,SIP_SC_Total_MOU,SIP Dropped Calls,UL MAC Vol Scell Pct,S1U_SIP_SC_SEER_den,RRC_Reest_Fail_Pct_Num,Uplink_TTI_Occupancy_Pct,_80th_percentile_traffic,Context_Drop_Pct_Den,ENDC Setup Failure,QCI 1 Bearer Drop%,ENDC Setup Failure Pct,ERAB_Drop_Pct_Den,QCI5 Bearer Setup Failure Num,Handover_Exe_Failure_Pct_Den,Peak UE,Weighted_Avg_PRB_Util_DL,VOLTE IA%,Cell Availablity%,ENDC Setup Attempt,MB_per_connected_UE,PCT Time MIMO,ERAB Setup Fail%,DL Volume,WEIGHT_AVG_SINR_PUCCH,HQ_EXE_TOTARGET_FAILURE_QCI_1_DEN,UL_HARQ_DTX_PCT_NUM,Return Loss,Combined_RACH_Succ,Bearer_Setup_Failure_Pct_Num,QCI 1 Bearer Releases,Pct CA ScheduledUE with 4 Scell DL,UL Throughput,Pct CA ScheduledUE with 3 Scell DL,PIM,DL Data Vol MAC in MB,UL_Packet_Loss_Pct,Pct CA ScheduledUE with 0 EScell DL,HO Failure%,Access Beyond Cell Range,Pct CA ScheduledUE with 2 Scell DL,Downlink_Scheduler_Delay_msec_Den,Call_Drops_Credit,Pct CA ScheduledUE with 1 EScell DL,Uplink_TTI_Occupancy_Pct_Num,Combined RACH Preambles,TIMESTAMP,Avg noOf Scell for CA UE,DL MAC Vol Scell MB,Pct CA ScheduledUE with 1 Scell DL,Pct CA ScheduledUE with 2 EScell DL,Downlink_TTI_Occupancy_Pct,RI_2Pct,Bearer Drop%,pct CA ActivatedUE with 4 Scell DL,Pct CA ScheduledUE with 3 EScell DL,Bearer Drops Voice,QCI5 Bearer Setup Failure Den,Weighted_Avg_PRB_Util_DL_Num,holiday,Pct CA ScheduledUE with 4 EScell DL,pct CA ActivatedUE with 3 Scell DL,RadioInterferenceSecsAbvNeg100dBm,VoLTE_MOU,UL QPSK BLER Pct,pct CA ActivatedUE with 2 Scell DL,UE_Pwr_Unrestricted_Pct,UL_HARQ_DTX_PCT_DEN,Bearer_Setup_Failure_Pct_Den,Combined RACH Failures,Context_Setup_Failure_Pct,pct CA ActivatedUE with 1 Scell DL,DL_HARQ_DTX_PCT,QCI5 Bearer Setup Failure%,RRC Setup Failure% 5G,pct CA ActivatedUE with 0 Scell DL,UL_Packet_Loss_Pct_Num,Cat M1 Bearer Setup Failure pct,Avg noOf Scell for CA UE num,day,Weighted_Avg_Pdcch_CCE_Util,Cat M1 Bearer Drop pct,QCI 1 Bearer Drops,SIP_SC_Call_Attempts,Handover_Preparation_Att,pmCellDowntimeAuto,Downlink_TTI_Occupancy_Pct_Num,Bearer Releases Voice,RI_2Pct_num,HO_att_InterFreq,Weighted_Avg_PRB_Util_DL_Den,Handover_Prep_Failures,HO Attempts
5,26.02,34.55,25474,0,0,3.85,3.41,null,27.6,0,0,8285,null,7.38,9827,0,25768,1,12057725,7949,18.19,1018,5,2.13,null,32,0,null,4600,0.06,35538,null,null,11210,0,31413,469,null,4,1,904.79,3253,700615,0,0,0,300,0,13448,0,0,0,474,0,88251,0,0,null,0,0,1,1,3600002,-117.57,null,9867.23,13.48,0,864,0,0,93.56,14.89,16.89,39922,7,65547.99,98.6436,0,-118.12,0,9.84,92352.38,85280.36,25630.77,1796.79,60,3.35,0,null,0,0,0,0,null,478.74,0,null,0,862.54,0,47.47,10,5,null,100,7,32.92,65.8924,0,101,2.97,0,5315,24.5,571.66,0,0,1.41,1.27,0.23,0.4,104.8885,0,null,2.13,0,0.34,10207.06,0,null,0,687.81,1.69E+12,2.42,27.9467,0.35,null,0,62.0847,0,15.14,null,0,352.49,300,0,null,12.3725,2.36,0.05,6.98,7.09,65.45,39820.26,849.41,115,0,17.12,9.39,0,0,48.4,0,null,2468,09-03-2023,3.35,null,0,0,47,0,0,0,22063.45,1,60,0,47
5,38.21,53.1,37589,0,0,1.85,3.77,null,23.63,0,1,6853,100,19.54,1498,0,52019,0,11944933,10131,17.53,1239,5.83,0,null,48,0,null,13628,0,51621,null,0,27918,0,47912,471,null,4,1,1250.81,2283,881462,0,0,3,300,0,42565,0,0,1,474,0,125197,28.57,0,0,0,1,0,2,3600001,-117.95,null,12052.31,6.2,0,883,0,0.23,91.58,13.04,10.91,81154,7,101996.87,98.2971,null,-118.39,0,9.8,313682.77,124823.88,37671.99,1821.03,60,3.95,1,null,0,1,2,0,null,482.78,0,0,0,881.73,1,46.46,8,5.83,null,100,5,13.9,61.2363,0.17,145.44,2.98,3,4927,24.5,643.37,2,1,0.79,0.37,0.22,0.4,181.7293,0,null,0,0.16,0.21,25078.3,0,null,0,722.15,1.69E+12,2.12,71.1141,0.74,null,0,56.8428,0,1.48,null,0,362.59,350,0,null,10.1303,1.03,3.62,12.76,13.49,46.9,80309.14,870.62,78,0.22,27.55,5.47,0.28,0.21,47.44,1,null,2631,09-03-2023,3.32,null,0,0.25,46,0,0,1,29342.52,0,60,0,46
5,41.57,66.53,31571,0,0,1.91,3.85,null,20.14,0.21,0,11182,100,18.67,17413,0,68098,1,12320720,44864,16.68,1262,8.17,1.79,null,11,0,null,19989,0,60389,null,0,50532,1,93516,494,null,4,1,1917.02,4886,3119342,0,0,0,300,0,62761,0,0,1,485,0,294621,50,1,0,1,0,1,3,3600002,-118.1,null,17771.09,4.8,0,877,0,0,93.07,8.93,3.72,95332,6,228476.14,98.5347,null,-118.73,0,9.36,516361.49,257737.86,156463.14,1890.72,60,5.26,1,null,0,1,3,0,null,490.86,0,0,0,875.67,0,56.56,8,8.17,null,100,6,57.12,71.3565,0,443.39,2.99,5,4826,24.5,627.21,0,1,0.37,2.67,0.21,0.4,630.4925,0,null,1.79,0.17,0.07,26935.69,0,null,0,651.45,1.69E+12,2.49,268.4075,0.12,null,0,67.1953,0.12,7.7,null,0,377.74,490,0,null,20.0283,0.61,3.45,8.91,8.84,33.47,101623.17,892.84,24,0,22.29,3.8,0,0,41.34,1,null,3140,09-03-2023,3.42,null,0,9.7,56,0,0,1,40578.77,0,60,0,56
5,85.61,75.83,14972,0,0,2.45,3.37,null,17.21,0.39,0,5461,null,4.96,8505,0,22464,0,12035715,5307,15.81,983,5.33,0,null,27,0,null,1813,0.01,36863,null,null,11556,3,29948,513,null,4,1,2658.72,2030,370706,0,0,0,300,0,46964,0,0,0,513,0,124479,16.67,2,null,3,0,0,4,3600002,-117.89,null,24433.97,5.89,0,940,0,0,92,23.08,2.84,62936,6,57599.29,98.7327,null,-115.16,0,9.91,270384.07,83640.12,21755.4,1975.56,60,3.72,0,null,0,0,1,0,null,518.13,0,null,0,939.3,0,26.26,8,5.33,null,100,4,19.12,57.6912,0,61.61,2.97,0,3166,24.5,690.84,0,0,1.68,0.69,0.31,0.4,366.2866,0,null,0,0,0.2,10169.69,0,null,0,711.04,1.69E+12,2.37,321.1194,0.57,null,0,54.7521,0.32,14.91,null,0,396.93,320,0,null,9.4031,21.41,0,8.01,3.18,24.17,54265.28,939.3,20,0,20.09,4.39,0,0,52.51,0,null,2330,09-03-2023,3.34,null,0,0,26,0,0,0,20183.84,0,60,0,26
5,45.31,61.16,31542,0,0,5.31,3.63,null,47.35,0,0,9512,null,15.54,9455,0,59675,0,11890660,9402,17.62,1172,5.67,0,null,4,0,null,1640,0,33010,null,null,20642,0,96484,500,null,4,1,1200.6,11809,1410423,0,0,0,300,0,49672,0,0,0,505,0,286082,60,0,null,0,0,0,5,3600002,-118.24,null,27467.54,6.09,0,913,0,0,92.57,0,6.67,82214,5,138898.23,97.9902,null,-117.84,0,10.69,414384.82,224558.35,30085.88,1927.08,60,4.28,0,null,0,0,3,0,null,502.98,0,null,0,912.03,0,16.16,8,5.67,null,100,6,42.14,82.5069,0,376.73,2.98,0,4620,24.5,636.3,0,0,1.18,3.02,0.15,0.4,601.8691,0,null,0,0.16,0.31,34514.73,0,null,0,681.75,1.69E+12,2.2,279.2448,0.5,null,0,72.316,0,6.88,null,0,395.92,340,0,null,6.9084,5.52,0,11.05,1.19,38.84,76595.37,917.08,45,0,14.94,3.32,0,0,70.16,1,null,2584,09-03-2023,3.3,null,0,0,16,0,0,0,23872.36,0,60,0,16
5,73.42,78.07,15754,0,0,5.92,3.8,null,21.84,0,0,10144,100,6.81,5827,0,29663,0,12289495,9891,15.08,1231,5,0,null,10,0,null,606,0.16,41129,null,null,15189,0,30827,600,null,4,1,785.78,6530,406557,0,0,0,300,0,56087,0,0,1,595,0,155151,0,0,0,0,0,0,6,3600002,-117.94,null,19707.99,7.57,0,1079,0,0,89.97,11.11,1.33,72841,9,62862.4,97.8813,null,-117.21,0,10.28,95173.31,111363.61,18796.1,2294.72,60,3.74,1,null,0,1,0,0,null,606,1,null,11.11,1079.69,0,36.36,8,5,null,100,9,14.55,74.3461,0,76.76,2.93,1,6199,24.5,748.41,0,0,1.56,0.24,0.1,0.4,262.4283,0.02,null,0,0,0.48,12111.92,0,null,0,758.51,1.69E+12,2.07,197.2833,0.62,null,0,67.8215,0,9.36,null,0,475.71,300,0,null,16.0489,9.82,0.02,11.12,0.97,21.93,82716.98,1082.72,10,0,24.24,6.54,0,0,49.53,5,null,2550,09-03-2023,3.41,null,0,0,36,0,0,0,27896.2,0,60,0,36
5,39.7,55.84,45864,0,0,5.71,4.76,null,20.77,0.48,0,23851,null,30.5,13503,0,102518,0,12530168,34196,18.34,1874,5.67,0,null,3,0,null,8750,0.05,54706,null,null,20845,3,74340,618,null,4,1,553.16,24779,1955752,0,0,0,300,0,57988,0,0,0,607,0,476260,6.25,3,0,3,0,0,7,3600001,-117.63,null,14140.48,3.65,0,1146,0,0,95.06,20.51,5.06,104852,16,153049.34,98.9406,null,-117.15,0,10.47,264043.29,438472.31,95090.49,2371.48,60,5.59,0,null,0,0,1,0,null,637.31,0,null,0,1147.36,0,39.39,10,5.67,null,100,15,82.89,82.2948,0,374.71,2.98,3,3887,24.5,815.07,0,0,1.08,11.84,0.08,0.4,538.7441,0.01,null,0,0.27,0.7,47733.61,0,null,0,858.5,1.69E+12,2.58,219.0185,0.33,null,0,74.0027,0.26,8.91,null,0,487.83,340,0,null,22.7957,7.74,1.15,2.71,5.77,44.16,107680.14,1123.12,43,0,13.69,5.01,0,0,49.06,9,null,4839,09-03-2023,3.48,null,0,0,39,0,0,0,40484.84,0,60,0,39
5,45.47,50.65,61214,0,0,5.69,5.26,null,16.24,0.26,0,20723,100,23.98,11099,0,98073,0,13096385,16278,17.11,2150,5.83,0,null,29,0,null,12019,0.08,69771,null,0,16385,2,92969,791,null,4,1,923.22,22382,1491496,0,4,0,300,0,62826,0,0,1,767,0,420789,23.53,2,0,2,0,0,8,3600002,-117.19,0,11809.97,5.45,0,1424,0,0,93.89,9.52,4.72,125040,17,150136.5,98.3466,0,-117.46,4,10.11,389597.4,397018.88,92731.13,3074.44,60,5.83,1,null,0,1,4,0,null,777.7,0,0,0,1428.14,0,84.84,11,5.83,0,100,8,39.96,73.225,0,273.71,2.98,8,7271,24.5,1101.91,0,1,1.91,1.25,0.23,0.4,441.6528,0.07,null,0,0.2,0.71,42199.82,0,null,0,1156.45,1.69E+12,2.69,205.636,0.68,null,0,64.4077,0.14,7.47,null,0,653.47,350,0,null,11.0595,5.66,3,8.1,8.09,49.35,134784.5,1476.62,54,0,10.96,4.92,0,0,62.54,71,null,5792,09-03-2023,3.64,null,0,0.22,84,0,0,1,44935.91,1,60,0,84
5.33,43.45,53.84,129351,0,0,5.34,6.97,null,45.65,0,0,32079,100,64.98,23247,0,234477,0,13345535,42683,17.59,3396,5.83,0,null,18,0,null,43930,0.03,82373,null,0,28357,0,185694,952,null,4,1,596.84,29058,2373047,0,3,0,320,0,150885,0,0,3,927,0,690532,16.67,0,0,0,0,0,9,3600002,-116.91,0,16346.74,3.26,0,1785,0,0,94.21,17.02,5.55,281236,18,327049.11,98.208,0,-117.22,3,9.96,730859.23,549363.24,52504.85,3728.92,60,8.18,3,null,0,3,3,0,null,956.47,0,0,0,1792.75,0,142.41,13,5.83,0,100,10,79.56,82.6281,0,575.7,2.98,21,9568,24.5,1203.92,0,3,1.5,2.36,0.2,0.4,902.2633,0,null,0,0.37,0.39,122454.42,0,null,0,1274.62,1.69E+12,3.07,401.4548,0.19,null,0,66.5792,0,7.18,null,0,812.04,350,0,null,13.3118,4.67,17.38,9.58,13.57,46.16,296053.22,1805.88,70,0,8.73,4.65,0,0,57.35,5,null,10420,09-03-2023,3.71,null,0,4.07,141,0,0,3,54844.01,4,60,0,141
5,54.69,55.67,148925,0,0,6.1,7.94,null,33.28,0.1,2,52178,100,59.01,61463,0,261201,1,15178890,58226,16.74,3908,8.67,0.52,null,32,0,null,39426,0.01,122428,null,0,88397,3,201819,1047,null,4,1,730.47,49255,4471358,0,4,6,300,0,186994,0,0,6,1013,0,921353,25.64,1,0,3,2,1,10,3600002,-116.08,0,18417.01,4.49,0,1968,0,0.2,93.05,18.85,11.41,336919,39,453723.31,97.4556,0,-115.22,4,9.89,907011.31,815879.01,135681.38,4089.49,60,9.75,6,null,0,6,10,0,null,1061.51,0,0,0,1977.58,2,192.91,15,8.67,0.42,100,16,71.87,78.5477,0.15,847.39,2.98,28,16134,24.5,1522.07,4,6,0.95,0.81,0.12,0.4,1413.0304,0.01,null,0.52,0.63,0.25,124168.39,0,null,0,1718.01,1.69E+12,3.04,791.2845,0.14,null,0,68.9022,0.15,13.68,null,0,897.89,520,0,null,13.0896,14.33,29.92,10,8.78,44.33,363214.18,1976.57,194,0.2,19.66,5.66,0.22,0.19,44.93,22,null,11874,09-03-2023,4.22,null,0,34.99,191,0,0,6,84355.2,5,60,0,191
5,50.73,53.85,126884,0,0,6.28,7.79,null,39.59,0.1,0,42610,100,48.83,48953,0,236768,0,14473953,81862,17.53,3956,6.5,0,null,33,0,null,15443,0.01,91624,null,0,73766,2,174833,972,null,4,1,850.19,44761,3563952,0,3,1,300,0,148029,0,0,5,950,0,807525,17.86,1,0,2,1,0,11,3600001,-116.34,0,18517.16,4.6,0,1816,0,0,92.99,15,11.6,275913,28,398704.57,97.6239,0,-114.64,3,10.35,987007.35,719966.38,90924.24,3807.7,60,8.86,5,null,0,5,5,0,null,969.6,0,0,0,1824.06,0,181.8,13,6.5,0.1,100,20,54.11,85.9106,0.03,708.01,2.98,23,13549,24.5,1416.02,0,4,1,0.81,0.15,0.4,1199.7588,0,null,0,0.22,0.37,116092.43,0,null,0,1601.86,1.69E+12,2.98,623.2205,0.17,null,0,76.1338,0.11,12.4,null,0,839.31,390,0,null,20.9474,17.49,22.65,11.27,3.91,46.15,297790.42,1845.27,184,0,18.66,5.28,0,0.1,44.29,10,null,11795,09-03-2023,4.02,null,0,9.59,180,0,0,4,69757.67,1,60,0,180
5,46.11,60.8,168672,0,0,6.08,7.65,null,42.41,0.3,1,51724,100,67.1,29202,0,304061,4,15238585,96050,16.47,3646,6.83,1.6,null,42,0,null,46192,0.02,103961,null,0,37274,4,229588,1006,null,4,1,644.15,54576,4040797,0,6,4,300,0,261625,0,0,7,983,0,1000392,11.76,3,0,4,1,4,12,3600002,-116.46,0,15577.48,4.61,0,1858,0,0.16,91.98,11.2,9.76,431297,34,442588.06,98.2179,0,-116.35,6,10.06,972722.92,906600.24,96222.7,3937.99,60,10.63,7,null,0,7,4,0,null,997.88,0,0,0,1866.48,1,252.5,15,6.83,0.22,100,28,65.49,84.6784,0.1,831.23,2.98,30,20823,24.5,1475.61,3,5,0.77,0.6,0.25,0.4,1207.152,0.01,null,1.6,0.38,0.41,151008.13,0,null,0,1635.19,1.69E+12,2.78,570.0339,0.22,null,0,78.3356,0.22,6.66,null,0,863.55,410,0,null,22.1392,4.71,18,10.61,10.54,39.2,455998.84,1906.88,158,0.1,8.48,5.17,0.12,0.1,52.39,28,null,10130,09-03-2023,4.23,null,0,26.34,250,0,0,5,81442.36,3,60,0,250
5,46.22,55.5,157604,0,0,6.59,8.3,null,44.55,0,0,43898,100,43.29,13569,0,215581,0,15112715,43487,16.25,4294,5.83,0,null,71,0,null,69293,0,101586,null,0,38001,0,171432,1040,null,4,1,624.15,38713,3598242,0,11,1,300,0,196560,0,0,16,1017,0,687636,7.5,0,0,0,1,0,13,3600002,-116.41,0,15083.95,5.88,0,1912,0,0,89.7,7.73,4.62,355164,40,339038.82,97.2477,0,-116.73,11,10.38,627458.46,593406.31,81566.59,4065.25,60,9.05,16,null,0,16,3,0,null,1033.23,1,0,5.88,1921.02,0,209.07,15,5.83,0.1,100,17,27.67,81.4363,0.02,624.18,2.98,18,23733,24.5,1481.67,0,15,0.8,0.21,0.4,0.4,835.8861,0.1,null,0,0.15,0.83,100530.35,0,null,0,1553.38,1.69E+12,2.49,395.617,0.44,null,0,72.9422,0,4.04,null,0,894.86,350,0,null,13.0795,2.68,12.98,15.28,20.64,44.5,407524.9,1965.46,71,0,11.29,6.38,0,0.1,51.07,214,null,10682,09-03-2023,4.2,null,0,16.69,207,0,0,15,74100.67,1,60,0,207
5,86.61,39.36,235195,0,0,4.83,8.37,null,30.06,0.3,0,55404,100,71.7,8511,0,325114,0,15457820,34214,17.7,4275,9.33,0,null,53,0,null,58049,0.01,95607,null,0,26028,6,237734,1012,null,4,1,1173.06,38376,1577127,0,22,1,300,0,152629,0,0,28,982,0,1036131,15.15,3,0,6,1,0,14,3600002,-116.49,0,26496.86,5.76,0,1880,0,0,93.99,11.94,6.67,388824,33,368080.36,96.8715,0,-117.09,22,10.68,2114452.17,802295.52,52991.67,3955.16,60,10.22,28,null,0,28,5,0,null,1020.1,0,0,0,1888.7,0,203.01,20,9.33,0.1,100,43,25.73,90.6475,0.03,391.88,2.98,29,23640,24.5,1525.1,0,26,1.52,1.12,0.39,0.4,2177.9236,0.01,null,0,0.39,0.98,180251.67,0,null,0,1634.18,1.69E+12,2.81,1931.4836,0.29,null,0,81.2343,0.32,2.34,null,0,863.55,560,0,null,9.4839,2.45,87.77,11.47,15.93,60.64,414670.65,1911.93,108,0,7.11,5.35,0,0.1,65.23,48,null,11998,09-03-2023,4.29,null,0,84.28,201,0,0,26,77664.96,2,60,0,201
5,55.93,40.54,138978,0,0,5.49,6.23,null,40.49,0.12,0,36820,100,83.95,9580,0,231679,0,13722020,52323,17.98,2583,5.33,0,0,67,0,0,33263,0.01,85323,100,0,33320,2,179334,855,null,4,1,670.53,30730,2256800,0,8,2,300,0,94744,0,0,8,828,0,683345,9.52,1,0,2,2,0,15,3600002,-116.51,0,14389.72,4.54,0,1536,0,0,94.25,15.59,8.05,234722,21,310797.2,98.4852,0,-116.85,8,10.14,849187.8,565229.33,56296.39,3293.61,60,8.1,8,null,0,8,2,0,null,852.44,2,0,6.9,1541.26,0,187.86,15,5.33,0.23,100,29,53.82,84.9915,0.06,436.32,2.98,27,10912,24.5,1188.77,0,6,1.03,6.49,0.19,0.4,800.0311,0.01,null,0,0.1,0.3,126643.9,0,null,0,1292.8,1.69E+12,2.78,458.2067,0.31,null,0,79.285,0.13,3.11,null,0,691.85,320,0,null,17.17,1.3,16.68,10.12,10.81,59.46,242799.96,1568.53,103,0,10.8,5.39,0,0.23,58.28,12,null,7184,09-03-2023,3.81,null,0,0.48,186,0,0,6,67647.78,2,60,0,186
5,44.61,45.15,116714,0,0,6.45,6.28,null,41.38,0.35,5,30600,100,36.85,15490,0,183867,0,14421283,46339,17.51,2548,6,0,null,10,0,null,38573,0.05,86552,null,0,49555,3,135314,860,null,4,1,709.12,34345,3273273,0,13,6,300,0,96074,0,0,14,823,0,609567,7.14,3,0,3,1,0,16,3600001,-116.09,0,16448.9,4.09,0,1519,0,0.32,94.5,12.27,10.11,213788,28,288022.71,97.8615,0,-117.36,13,9.55,680927.86,537395.75,79881.91,3297.65,60,7.48,14,null,0,14,2,0,null,855.47,0,0,0,1524.09,0,164.63,12,6,0.12,100,20,87.24,80.0021,0.18,631.25,2.98,9,9041,24.5,1212,5,14,0.72,0.73,0.1,0.4,793.6984,0.01,null,0,0.18,0.22,96023.73,0,null,0,1348.35,1.69E+12,2.39,362.5597,0.47,null,0,73.2351,0.2,5.43,null,0,698.92,360,0,null,16.4125,0.8,18.27,8.29,13.53,54.85,223206.97,1561.46,135,0.62,17.34,5.02,0,0.12,47.45,12,null,6095,09-03-2023,4.01,null,0,75.15,163,0,0,14,63389.62,2,60,0,163
5,56.92,37.01,92970,0,0,5.82,6.24,null,33.62,0.15,0,27469,100,28.34,16515,0,111937,1,10455583,21904,17.79,2023,5.89,0.58,null,42,0,null,15874,0.02,58937,null,0,26074,2,82628,648,null,4,1,912.74,22780,1480555,0,8,1,225,0,54621,0,0,15,632,0,419869,3.7,1,0,2,1,1,17,2700001,-116.44,0,13735.37,4.39,0,1184,0,0,94.93,10.53,8.23,148591,27,164523.95,98.406,0,-115.69,8,10.27,525346.45,395493.78,44470.3,2501.77,45,5.35,15,null,0,15,1,0,null,655.49,0,0,0,1185.74,0,172.71,17,5.89,0.15,100,12,33.5,81.7393,0.04,253.51,2.97,13,6654,24.5,1014.04,0,11,1.23,1.1,0.24,0.4,465.9332,0.02,null,0.58,0.23,0.31,57556.87,0,null,0,1104.94,1.69E+12,2.68,271.589,0.47,null,0,73.6088,0.17,10.14,null,0,536.31,265,0,null,13.5845,10.62,13.85,8.55,9.74,62.99,153238.21,1193.82,90,0,15.95,6.54,0,0.15,50.72,23,null,5430,09-03-2023,3.87,null,0,34.75,171,0,0,11,43385.56,1,45,0,171
5.17,12.94,38.61,162298,0,0,6.17,6.76,null,62.79,0.44,0,52221,100,128.63,82395,0,447772,2,14118190,50612,18.24,3013,8.5,1.27,null,19,0,null,94965,0,79842,null,0,68889,6,170468,902,null,4,1,504.88,46901,12462611,0,6,4,310,0,102089,0,0,5,876,0,846433,16,4,0,6,4,2,18,3600002,-116.53,0,23259.81,4.26,0,1665,0,0,94.61,18.35,15.29,265387,25,471901.29,98.6931,0,-116.68,6,10.7,492323.49,767414.16,200479.95,3493.59,60,8.77,5,null,0,5,4,0,null,907.99,0,0,0,1671.55,0,159.58,14,8.5,0.44,100,14,108.3,83.0119,0.12,1846.28,2.99,19,11861,24.5,1259.47,0,6,0.62,7.9,0.11,0.4,1540.8459,0,null,1.27,0.56,0.07,97513.48,0,null,0,1486.72,1.69E+12,3.05,204.1816,0.14,null,0,76.8711,0.36,17.63,null,0,764.57,510,0,null,10.9383,5.79,5.95,9.07,20.33,61.39,281455.69,1675.59,225,0,14.72,6.17,0,0.44,36.48,22,null,9196,09-03-2023,3.92,null,0,0,158,0,0,6,61371.64,1,60,0,158
5,39.26,48.5,111411,0,0,6.86,5.82,null,41.8,0.81,1,33435,100,47.08,13855,0,157254,1,13834805,22075,17.4,2417,7.17,0.49,null,53,0,null,20218,0.01,108082,null,0,37264,7,105596,739,null,4,1,802.02,41343,4187875,0,13,1,300,0,104923,0,0,16,733,0,652832,8.11,6,0,7,0,1,19,3600002,-116.64,0,18104.77,4.61,0,1411,0,0.07,94.29,14.15,9.67,217334,37,200897.08,98.604,0,-117,13,9.7,607028.18,608448.24,101191.9,2917.89,60,7.79,16,null,0,16,3,0,null,748.41,1,0,4.76,1415.01,1,207.05,12,7.17,0.16,100,21,65.02,74.4269,0.03,665.59,2.98,39,10152,24.5,1179.68,1,15,1.27,2.68,0.37,0.4,967.4083,0.03,null,0.49,0.29,0.29,75687.38,0,null,0,1305.93,1.69E+12,2.78,388.8904,0.43,null,0,67.9427,0.5,6.97,null,0,641.35,430,0,null,11.211,3.63,14.17,8.14,10.16,51.5,222402,1425.11,125,0.14,18.68,5.12,0.16,0,53.09,47,null,6715,09-03-2023,3.84,null,0,8.43,205,0,0,15,73432.05,1,60,0,205
6.67,42.5,66.61,129846,0,0,6.91,6.13,null,49.19,0.14,0,48041,100,178.79,17139,0,292250,0,16174910,78263,16.6,2791,7.33,0,null,88,0,null,102926,0.01,102582,null,0,36923,2,191641,734,null,4,1,538.89,60879,5290784,0,11,1,400,0,259089,0,0,11,728,0,934237,8.33,1,0,2,1,0,20,3600002,-116.05,0,15216.16,3.18,0,1340,0,0,92.26,15.76,11.68,389935,24,431059.92,98.9208,0,-116.85,11,9.44,715345.63,889503.97,108638.63,2856.28,60,9.98,11,null,0,11,2,0,null,730.23,0,0,0,1343.3,0,205.03,16,7.33,0.14,100,24,64.57,84.6986,0.04,912.03,2.99,20,11463,24.5,1123.12,0,12,0.64,4.38,0.17,0.4,1086.7701,0.02,null,0,0.4,0.14,132745.31,0,null,0,1271.59,1.69E+12,2.95,472.9527,0.13,null,0,78.982,0.15,4.02,null,0,615.09,440,0,null,18.5234,3.83,9.72,7.98,24.12,33.39,363798.97,1374.61,147,0,8.63,5.14,0,0.14,44.9,45,null,8223,09-03-2023,4.49,null,0,5.81,203,0,0,12,81023.21,1,60,0,203
